COD_DPTO_MUN;Codigo_dep;Nombre_Dep;Codigo_Mun;Municipio;CODIGO;Tien_clim;Tipo
73_616;73;TOLIMA;616;RIOBLANCO;22015020;1;CO
73_622;73;TOLIMA;622;RONCESVALLES;22070010;1;PM
73_624;73;TOLIMA;624;ROVIRA;22075030;1;CO
73_671;73;TOLIMA;671;SALDANA;21135020;1;CO
73_675;73;TOLIMA;675;SAN_ANTONIO;22065040;1;CP
73_678;73;TOLIMA;678;SAN_LUIS;21210190;1;PG
73_686;73;TOLIMA;686;SANTA_ISABEL;21255110;1;CO
73_770;73;TOLIMA;770;SUAREZ;21170020;1;PM
73_854;73;TOLIMA;854;VALLE_DE_SAN_JUAN;21185080;1;CO
73_861;73;TOLIMA;861;VENADILLO;21250100;1;PM
73_870;73;TOLIMA;870;VILLAHERMOSA;21255120;1;CO
73_873;73;TOLIMA;873;VILLARRICA;21160070;1;PM
76_001;76;VALLE_DEL_CAUCA;001;CALI;26055070;1;CP
76_020;76;VALLE_DEL_CAUCA;020;ALCALA;26120150;1;PM
76_036;76;VALLE_DEL_CAUCA;036;ANDALUCIA;26100700;1;PM
76_041;76;VALLE_DEL_CAUCA;041;ANSERMANUEVO;26110150;1;PM
76_054;76;VALLE_DEL_CAUCA;054;ARGELIA;54035020;1;CO
76_100;76;VALLE_DEL_CAUCA;100;BOLIVAR;26110040;1;PM
76_109;76;VALLE_DEL_CAUCA;109;BUENAVENTURA;54075020;1;CO
76_111;76;VALLE_DEL_CAUCA;111;GUADALAJARA_DE_BUGA;-999;-999;-999
76_113;76;VALLE_DEL_CAUCA;113;BUGALAGRANDE;26105150;1;CO
76_122;76;VALLE_DEL_CAUCA;122;CAICEDONIA;26120120;1;PM
76_126;76;VALLE_DEL_CAUCA;126;CALIMA;-999;-999;-999
76_130;76;VALLE_DEL_CAUCA;130;CANDELARIA;26060020;1;PM
76_147;76;VALLE_DEL_CAUCA;147;CARTAGO;26100830;1;PM
76_233;76;VALLE_DEL_CAUCA;233;DAGUA;53100040;1;PM
76_243;76;VALLE_DEL_CAUCA;243;EL_AGUILA;26110120;1;PM
76_246;76;VALLE_DEL_CAUCA;246;EL_CAIRO;-999;-999;-999
76_248;76;VALLE_DEL_CAUCA;248;EL_CERRITO;26095080;1;CO
76_250;76;VALLE_DEL_CAUCA;250;EL_DOVIO;54030030;1;PM
76_275;76;VALLE_DEL_CAUCA;275;FLORIDA;26075080;1;AM
76_306;76;VALLE_DEL_CAUCA;306;GINEBRA;26090060;1;PM
76_318;76;VALLE_DEL_CAUCA;318;GUACARI;26090630;0;PM
76_364;76;VALLE_DEL_CAUCA;364;JAMUNDI;26055110;0;AM
76_377;76;VALLE_DEL_CAUCA;377;LA_CUMBRE;53110040;1;PM
76_400;76;VALLE_DEL_CAUCA;400;LA_UNION;26115040;1;CP
76_403;76;VALLE_DEL_CAUCA;403;LA_VICTORIA;26100740;1;PM
76_497;76;VALLE_DEL_CAUCA;497;OBANDO;26100300;1;PM
76_520;76;VALLE_DEL_CAUCA;520;PALMIRA;26075010;1;AM
76_563;76;VALLE_DEL_CAUCA;563;PRADERA;26070170;1;PM
76_606;76;VALLE_DEL_CAUCA;606;RESTREPO;-999;-999;-999
76_616;76;VALLE_DEL_CAUCA;616;RIOFRIO;26087030;0;LG
76_622;76;VALLE_DEL_CAUCA;622;ROLDANILLO;26115080;1;ME
76_670;76;VALLE_DEL_CAUCA;670;SAN_PEDRO;26107130;0;LG
76_736;76;VALLE_DEL_CAUCA;736;SEVILLA;26125130;1;CO
76_823;76;VALLE_DEL_CAUCA;823;TORO;26110160;1;PM
76_828;76;VALLE_DEL_CAUCA;828;TRUJILLO;-999;-999;-999
76_834;76;VALLE_DEL_CAUCA;834;TULUA;26105140;1;CO
76_845;76;VALLE_DEL_CAUCA;845;ULLOA;-999;-999;-999
76_863;76;VALLE_DEL_CAUCA;863;VERSALLES;54030010;1;PM
76_869;76;VALLE_DEL_CAUCA;869;VIJES;26080070;1;PM
76_890;76;VALLE_DEL_CAUCA;890;YOTOCO;26080290;1;PM
76_892;76;VALLE_DEL_CAUCA;892;YUMBO;-999;-999;-999
76_895;76;VALLE_DEL_CAUCA;895;ZARZAL;26105110;1;CO
81_001;81;ARAUCA;001;ARAUCA;37055010;1;SP
81_065;81;ARAUCA;065;ARAUQUITA;37050010;1;PM
81_220;81;ARAUCA;220;CRAVO_NORTE;36030020;1;PM
81_300;81;ARAUCA;300;FORTUL;-999;-999;-999
81_591;81;ARAUCA;591;PUERTO_RONDON;-999;-999;-999
81_736;81;ARAUCA;736;SARAVENA;37045010;1;CO
81_794;81;ARAUCA;794;TAME;36025010;1;CO
85_001;85;CASANARE;001;YOPAL;35215010;1;CP
85_010;85;CASANARE;010;AGUAZUL;35195030;1;CO
85_015;85;CASANARE;015;CHAMEZA;35190030;1;PG
85_125;85;CASANARE;125;HATO_COROZAL;36020020;1;PM
85_136;85;CASANARE;136;LA_SALINA;-999;-999;-999
85_139;85;CASANARE;139;MANI;35180040;1;PM
85_162;85;CASANARE;162;MONTERREY;-999;-999;-999
85_225;85;CASANARE;225;NUNCHIA;35210060;0;PG
85_230;85;CASANARE;230;OROCUE;35225020;1;CO
85_250;85;CASANARE;250;PAZ_DE_ARIPORO;36015010;0;CP
85_263;85;CASANARE;263;PORE;35230020;1;PM
85_279;85;CASANARE;279;RECETOR;-999;-999;-999
85_300;85;CASANARE;300;SABANALARGA;35090040;1;PM
85_315;85;CASANARE;315;SACAMA;36020010;1;PM
85_325;85;CASANARE;325;SAN_LUIS_DE_PALENQUE;35230010;1;PM
85_400;85;CASANARE;400;TAMARA;35230030;1;PG
85_410;85;CASANARE;410;TAURAMENA;35195020;1;CO
85_430;85;CASANARE;430;TRINIDAD;35235030;0;CP
85_440;85;CASANARE;440;VILLANUEVA;35095110;1;CP
86_001;86;PUTUMAYO;001;MOCOA;44015040;1;CO
86_219;86;PUTUMAYO;219;COLON;47015040;1;CO
86_320;86;PUTUMAYO;320;ORITO;47010220;1;PM
86_568;86;PUTUMAYO;568;PUERTO_ASIS;47010030;1;PM
86_569;86;PUTUMAYO;569;PUERTO_CAICEDO;47010110;1;PM
86_571;86;PUTUMAYO;571;PUERTO_GUZMAN;44010080;1;PM
86_573;86;PUTUMAYO;573;LEGUIZAMO;44115020;1;AM
86_749;86;PUTUMAYO;749;SIBUNDOY;47015090;1;CO
86_755;86;PUTUMAYO;755;SAN_FRANCISCO;44010040;1;PG
86_757;86;PUTUMAYO;757;SAN_MIGUEL;47020010;1;PM
86_760;86;PUTUMAYO;760;SANTIAGO;47010020;1;PG
86_865;86;PUTUMAYO;865;VALLE_DEL_GUAMUEZ;47020020;1;PM
86_885;86;PUTUMAYO;885;VILLAGARZON;44015010;1;AM
88_001;88;SAN_ANDRES_PROVIDENCIA_;001;SAN_ANDRES;17015010;1;SP
88_564;88;SAN_ANDRES;564;PROVIDENCIA;-999;-999;-999
91_001;91;AMAZONAS;001;LETICIA;48015010;1;SP
91_263;91;AMAZONAS;263;EL_ENCANTO;47040050;1;PM
91_405;91;AMAZONAS;405;LA_CHORRERA;44130030;1;PM
91_407;91;AMAZONAS;407;LA_PEDRERA;44150040;1;PM
91_430;91;AMAZONAS;430;LA_VICTORIA;-999;-999;-999
91_460;91;AMAZONAS;460;MIRITI_-_PARANA;44150020;1;PM
91_530;91;AMAZONAS;530;PUERTO_ALEGRIA;47040020;1;PM
91_536;91;AMAZONAS;536;PUERTO_ARICA;47060020;1;PM
91_540;91;AMAZONAS;540;PUERTO_NARINO;48010020;1;PM
91_669;91;AMAZONAS;669;PUERTO_SANTANDER;44130070;1;PM
91_798;91;AMAZONAS;798;TARAPACA;47100010;0;PM
94_001;94;GUAINIA;001;INIRIDA;31095010;1;CP
94_343;94;GUAINIA;343;BARRANCO_MINAS;32150040;1;PM
94_663;94;GUAINIA;663;MAPIRIPANA;32150020;0;PM
94_883;94;GUAINIA;883;SAN_FELIPE;-999;-999;-999
94_884;94;GUAINIA;884;PUERTO_COLOMBIA;-999;-999;-999
94_885;94;GUAINIA;885;LA_GUADALUPE;-999;-999;-999
94_886;94;GUAINIA;886;CACAHUAL;-999;-999;-999
94_887;94;GUAINIA;887;PANA_PANA;-999;-999;-999
94_888;94;GUAINIA;888;MORICHAL;-999;-999;-999
95_001;95;GUAVIARE;001;SAN_JOSE_DEL_GUAVIARE;31015010;1;CO
95_015;95;GUAVIARE;015;CALAMAR;-999;-999;-999
95_025;95;GUAVIARE;025;EL_RETORNO;-999;-999;-999
95_200;95;GUAVIARE;200;MIRAFLORES;-999;-999;-999
97_001;97;VAUPES;001;MITU;42040010;1;PM
97_161;97;VAUPES;161;CARURU;-999;-999;-999
97_511;97;VAUPES;511;PACOA;-999;-999;-999
97_666;97;VAUPES;666;TARAIRA;43010010;0;PM
97_777;97;VAUPES;777;PAPUNAUA;-999;-999;-999
97_889;97;VAUPES;889;YAVARATE;42105010;0;CO
99_001;99;VICHADA;001;PUERTO_CARRENO;38015030;1;SP
99_524;99;VICHADA;524;LA_PRIMAVERA;35250010;1;PM
99_624;99;VICHADA;624;SANTA_ROSALIA;35260010;1;PM
99_773;99;VICHADA;773;CUMARIBO;33055010;1;CO
